Fid,Age,Gender,Street,City,Latitude,Longitude,Community,Followers,Retweets,Likes,Unlikes,Label
10.42.0.211-36.110.213.174-42289-443-6,78,Female,160 Nickel Road,Kelowna,49.890125,-119.4126,Sports,152,62,37,20,1
10.42.0.211-104.24.19.3-37437-80-6,80,Male,160 Nickel Road,Kelowna,49.890125,-119.4126,Politics,104,45,77,20,0
10.42.0.211-10.42.0.1-4164-53-17,82,Male,1100 Hospital Bench,Trail,49.094667,-117.709005,Business,852,45,71,11,1
10.42.0.211-10.42.0.1-27365-53-17,83,Female,1100 Hospital Bench,Trail,49.094667,-117.709005,Neighbourhood,159,45,1,13,0
172.217.10.10-10.42.0.211-443-48591-6,69,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,416,70,29,12,1
10.42.0.151-121.12.98.63-45029-80-6,38,Male,1835 Gordon Drive,Kelowna,49.881531,-119.484683,Business,174,70,77,19,0
10.42.0.211-54.192.38.7-58502-443-6,85,Female,4505 25th Street,Vernon,50.278519,-119.264282,Neighbourhood,139,75,65,20,0
10.42.0.211-69.147.82.60-42850-443-6,48,Male,7649 22nd Street,Grand Forks,49.030363,-118.467838,Education,193,90,37,13,0
172.217.10.99-10.42.0.151-443-48169-6,68,Female,517 6th Avenue N,Williams Lake,52.137421,-122.143656,Sports,294,50,85,13,0
10.42.0.151-104.193.88.109-56809-80-6,54,Female,709 10th Street,Castlegar,49.314395,-117.659998,Politics,102,60,67,14,0
172.217.10.14-10.42.0.211-443-54998-6,71,Male,825 Thompson Avenue,Chase,50.818238,-119.68568,Music,124,65,71,11,1
172.217.10.67-10.42.0.42-443-57260-17,45,Female,640 Park Drive,Clearwater,51.646945,-120.018229,Sports,143,65,77,13,0
10.42.0.211-10.42.0.1-12078-53-17,56,Male,312 15th Avenue N,Creston,49.098163,-116.508329,Politics,231,102,65,13,1
10.42.0.211-10.42.0.1-62423-53-17,57,Male,1501 5th Avenue,Fernie,49.512769,-115.056676,Business,128,80,73,13,1
10.42.0.211-31.13.71.37-53864-443-6,52,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Neighbourhood,74,78,73,14,1
10.42.0.211-104.193.88.109-53569-80-6,62,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Education,105,65,37,20,1
172.217.12.130-10.42.0.211-443-49161-6,64,Female,519 Columbia Street,Kamloops,50.67144,-120.329109,Sports,992,55,1,10,0
10.42.0.211-64.71.142.124-35240-80-6,66,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Politics,168,40,67,10,0
202.77.129.150-10.42.0.151-80-51629-6,75,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Business,250,97,65,20,0
10.42.0.151-104.244.43.195-40157-443-6,77,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,254,69,71,12,1
151.101.117.140-10.42.0.211-443-45566-6,66,Female,3451 Voght Street,Merritt,50.121468,-120.771016,Politics,149,53,77,11,0
10.42.0.211-74.6.105.9-44317-443-6,64,Male,930 Spillway Road,Oliver,49.18452,-119.538582,Business,133,60,37,12,1
203.205.179.172-10.42.0.151-80-37316-6,72,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,374,63,71,10,0
172.217.10.110-10.42.0.151-443-59237-6,76,Male,3800 Patten Drive,Armstrong,50.439273,-119.208583,Education,425,63,71,10,0
172.217.10.46-10.42.0.42-443-32953-6,46,Male,98 Ridgewood Drive,Princeton,49.452991,-120.529332,Sports,207,75,71,10,1
10.42.0.211-54.71.228.147-50119-443-6,64,Male,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,464,60,37,10,0
10.42.0.151-10.42.0.1-16242-53-17,63,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Neighbourhood,439,60,37,10,0
10.42.0.211-123.125.29.220-46800-80-6,80,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,83,35,61,12,0
169.47.5.241-10.42.0.211-5222-36345-6,76,Male,16452 Highway 20,Tatla Lake,51.898899,-124.583244,Business,732,39,89,12,0
172.217.6.238-10.42.0.211-443-49143-6,69,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Neighbourhood,149,65,111,10,0
10.42.0.211-10.42.0.1-62437-53-17,73,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,142,57,71,11,0
216.58.219.202-10.42.0.211-443-51389-6,74,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Sports,121,100,39,10,1
10.42.0.151-98.139.180.180-39915-443-6,70,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Politics,359,60,85,22,1
151.101.0.166-10.42.0.151-443-48537-6,65,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Music,112,71,1,10,0
172.217.10.110-10.42.0.151-443-40937-6,64,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Sports,274,60,71,13,1
172.217.12.130-10.42.0.211-443-51307-6,53,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Politics,325,59,71,10,0
10.42.0.1-10.42.0.42-53-22674-17,32,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Business,1521,54,37,10,0
172.217.1.174-10.42.0.151-443-57317-6,59,Male,519 Columbia Street,Kamloops,50.67144,-120.329109,Neighbourhood,216,41,77,10,1
172.217.10.230-10.42.0.211-443-41599-6,59,Female,519 Columbia Street,Kamloops,50.67144,-120.329109,Education,161,47,89,22,1
180.149.136.194-10.42.0.211-443-42463-6,30,Female,102-285 Aurora Crescent,Kelowna,49.891332,-119.397542,Sports,122,50,37,22,0
10.42.0.151-10.42.0.1-9592-53-17,63,Female,102-285 Aurora Crescent,Kelowna,49.891332,-119.397542,Politics,800,45,61,22,0
10.42.0.211-52.84.145.28-33531-443-6,55,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Business,615,37,77,22,1
172.217.10.142-10.42.0.151-443-39669-6,44,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Neighbourhood,111,63,87,10,1
172.217.6.234-10.42.0.42-443-60371-6,61,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Politics,359,65,71,10,0
10.42.0.211-54.192.38.236-54587-443-6,64,Male,707 10th Street,Castlegar,49.314742,-117.660589,Business,327,65,71,10,1
10.42.0.211-10.42.0.1-27574-53-17,35,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Neighbourhood,236,64,73,10,0
172.217.12.206-10.42.0.151-443-38269-6,61,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Education,227,53,71,10,1
10.42.0.211-23.63.216.114-36397-443-6,69,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Neighbourhood,109,54,37,10,0
202.77.129.150-10.42.0.211-80-57105-6,76,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,492,71,65,10,1
10.42.0.151-10.42.0.1-17034-53-17,53,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Business,298,74,37,10,0
10.42.0.211-64.71.142.124-54519-443-6,60,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Neighbourhood,83,78,37,10,0
10.42.0.211-10.42.0.1-9702-53-17,47,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Education,241,68,37,12,1
172.217.9.238-10.42.0.151-443-45126-6,74,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Sports,1138,68,37,12,0
172.217.12.206-10.42.0.151-443-39061-6,67,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Politics,131,70,71,13,0
198.11.188.78-10.42.0.211-443-52558-6,45,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Music,123,50,1,10,1
10.42.0.151-114.134.80.163-59906-443-6,51,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Sports,125,74,71,10,0
10.42.0.211-10.42.0.1-43475-53-17,40,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Politics,295,74,71,10,1
10.42.0.1-10.42.0.42-53-23116-17,51,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Business,287,95,37,10,1
172.217.11.10-10.42.0.151-443-44143-6,33,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Neighbourhood,109,50,29,22,0
10.42.0.211-10.42.0.1-4244-53-17,35,Male,707 10th Street,Castlegar,49.314742,-117.660589,Education,140,63,73,10,1
209.10.120.26-10.42.0.211-80-34454-6,51,Male,707 10th Street,Castlegar,49.314742,-117.660589,Sports,52,85,19,12,1
203.205.147.229-10.42.0.211-80-57576-6,70,Female,707 10th Street,Castlegar,49.314742,-117.660589,Politics,233,75,71,12,1
172.217.12.138-10.42.0.151-443-43631-6,46,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Business,254,65,29,21,0
172.217.12.129-10.42.0.211-443-33585-6,66,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Neighbourhood,255,64,1,21,1
10.42.0.42-106.39.162.36-41049-80-6,46,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,126,66,37,21,0
10.42.0.211-10.42.0.1-9648-53-17,56,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Business,184,64,1,21,0
10.42.0.151-10.42.0.1-27488-53-17,66,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,591,50,1,10,0
172.217.10.46-10.42.0.211-443-56070-6,58,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Education,294,106,29,12,0
183.79.248.124-10.42.0.211-443-40430-6,56,Male,7649 22nd Street,Grand Forks,49.030363,-118.467838,Education,285,58,71,10,1
10.42.0.211-10.42.0.1-49166-53-17,59,Male,7649 22nd Street,Grand Forks,49.030363,-118.467838,Sports,173,50,1,10,1
180.163.255.159-10.42.0.211-80-34975-6,75,Female,7649 22nd Street,Grand Forks,49.030363,-118.467838,Politics,336,78,61,10,0
182.22.24.124-10.42.0.211-443-45730-6,57,Male,205 6th Avenue NW,Nakusp,50.24173,-117.804696,Music,344,45,85,10,0
10.42.0.211-10.42.0.1-51952-53-17,55,Male,205 6th Avenue NW,Nakusp,50.24173,-117.804696,Sports,786,76,19,22,1
151.101.1.140-10.42.0.151-80-37812-6,46,Female,205 6th Avenue NW,Nakusp,50.24173,-117.804696,Politics,153,63,19,22,1
203.205.158.66-10.42.0.211-80-54428-6,57,Female,413 Baker Avenue,Salmo,49.192695,-117.276273,Business,99,70,29,12,0
10.42.0.211-106.39.169.66-54071-443-6,80,Female,413 Baker Avenue,Salmo,49.192695,-117.276273,Neighbourhood,243,26,57,11,1
172.217.6.227-10.42.0.151-443-55299-6,44,Male,413 Baker Avenue,Salmo,49.192695,-117.276273,Education,260,79,7,11,0
10.42.0.211-64.71.142.110-57931-443-6,47,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Sports,164,57,29,21,0
184.169.166.225-10.42.0.211-443-59642-6,73,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,255,62,19,21,0
10.42.0.211-112.80.248.187-33111-80-6,65,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Business,47,56,13,21,0
203.130.53.126-10.42.0.211-80-48805-6,80,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Neighbourhood,110,80,7,13,1
10.42.0.211-23.206.125.17-54268-80-6,66,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Politics,463,66,37,12,0
183.79.1.39-10.42.0.211-443-52803-6,67,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Business,192,78,37,10,0
172.217.12.206-10.42.0.151-443-36790-17,35,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Neighbourhood,388,44,1,22,1
10.42.0.1-10.42.0.42-53-22106-17,47,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Education,221,70,71,10,1
10.42.0.151-10.42.0.1-17857-53-17,42,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,25,90,47,10,1
172.217.9.234-10.42.0.211-443-56979-6,65,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Politics,256,65,61,13,0
10.42.0.211-10.42.0.1-60437-53-17,74,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Business,104,101,25,12,0
10.42.0.151-10.42.0.1-50067-53-17,62,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,283,60,67,12,0
10.42.0.151-119.146.74.34-59399-80-6,64,Female,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Education,448,95,71,14,1
10.42.0.211-10.42.0.1-44429-53-17,54,Female,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Sports,127,58,71,22,0
10.42.0.151-72.21.206.121-40464-443-6,64,Male,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Politics,378,73,37,13,1
174.35.73.149-10.42.0.211-80-54914-6,67,Male,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Music,67,47,1,12,0
180.149.136.194-10.42.0.211-80-36145-6,52,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Sports,221,60,29,13,1
172.217.6.238-10.42.0.151-443-47981-6,68,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,150,89,71,21,0
172.217.12.202-10.42.0.211-443-40582-6,64,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Business,144,89,71,21,1
10.42.0.211-31.13.71.1-43953-443-6,73,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Neighbourhood,296,89,71,21,1
172.217.11.8-10.42.0.211-443-41380-6,70,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Education,161,54,95,14,1
10.42.0.211-54.230.49.181-35205-443-6,62,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Sports,401,50,61,14,0
10.42.0.151-104.244.43.227-49828-443-6,58,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Politics,435,72,65,14,0
10.42.0.211-104.88.106.16-35562-80-6,55,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Education,388,77,37,15,0
206.126.112.142-10.42.0.151-443-51783-6,66,Male,707 10th Street,Castlegar,49.314742,-117.660589,Sports,245,75,71,15,1
10.42.0.211-112.80.248.187-35150-80-6,68,Male,707 10th Street,Castlegar,49.314742,-117.660589,Politics,143,70,53,15,0
10.42.0.211-36.248.26.152-59349-80-6,57,Female,707 10th Street,Castlegar,49.314742,-117.660589,Music,423,71,37,15,1
202.77.129.230-10.42.0.42-80-42283-6,57,Male,707 10th Street,Castlegar,49.314742,-117.660589,Sports,231,79,111,15,1
192.229.173.173-10.42.0.42-443-53748-6,55,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Politics,181,40,1,15,1
172.217.10.36-10.42.0.151-443-39758-6,36,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Business,107,70,71,16,0
172.217.10.78-10.42.0.42-443-43766-6,62,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Neighbourhood,227,75,71,16,1
157.55.130.167-10.42.0.151-40019-48848-6,53,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Education,69,93,37,16,1
198.105.244.11-10.42.0.42-80-56643-6,56,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Sports,799,55,19,17,1
180.149.153.234-10.42.0.211-80-48958-6,78,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Politics,109,27,39,22,1
172.217.12.195-10.42.0.151-443-56544-6,52,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Business,127,37,55,21,1
192.229.173.173-10.42.0.42-80-55300-6,61,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,45,42,5,10,1
203.205.158.53-10.42.0.211-80-33634-6,75,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Politics,120,62,27,13,0
10.42.0.151-10.42.0.1-64824-53-17,60,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Business,68,70,11,15,0
10.42.0.151-14.204.144.143-39580-80-6,53,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Neighbourhood,180,53,31,16,0
10.42.0.211-36.110.213.49-42542-80-6,60,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Education,112,63,99,16,0
10.42.0.151-64.71.142.124-47917-80-6,66,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Neighbourhood,444,70,11,16,0
172.217.10.106-10.42.0.211-443-36082-6,72,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Politics,246,80,71,12,1
10.42.0.42-104.244.43.131-57559-443-6,51,Male,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Business,148,90,19,22,1
203.130.53.126-10.42.0.42-80-55832-6,40,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Neighbourhood,223,78,29,22,0
183.79.250.123-10.42.0.211-443-33969-6,69,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Education,566,90,29,13,1
172.217.10.226-10.42.0.151-443-50040-6,64,Male,825 Thompson Avenue,Chase,50.818238,-119.68568,Sports,274,100,19,13,0
172.217.6.193-10.42.0.42-443-59891-6,51,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Politics,49,93,71,13,0
172.217.6.206-10.42.0.151-443-43785-6,63,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Music,97,45,71,21,0
172.217.10.106-10.42.0.211-443-51329-6,32,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,376,60,37,21,1
205.185.216.42-10.42.0.211-80-41915-6,58,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,421,90,29,13,0
172.217.7.131-10.42.0.211-443-53678-6,68,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,511,60,71,21,0
172.217.10.80-10.42.0.151-443-50098-6,54,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Neighbourhood,121,73,61,22,0
10.42.0.211-10.42.0.1-35887-53-17,51,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Education,157,73,61,22,0
10.42.0.42-64.71.142.125-37664-443-6,68,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Sports,101,62,37,13,1
10.42.0.211-10.42.0.1-37544-53-17,45,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Politics,328,66,71,20,0
10.42.0.211-47.88.66.107-46800-443-6,51,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Business,19,66,71,20,1
183.79.250.251-10.42.0.211-443-47426-6,45,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Neighbourhood,866,49,1,22,0
10.42.0.211-123.125.29.220-52259-80-6,33,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Education,229,54,103,11,1
10.42.0.1-10.42.0.42-53-27315-17,54,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Sports,154,55,71,12,0
173.241.242.143-10.42.0.151-443-41248-6,28,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Politics,56,45,1,12,1
10.42.0.211-10.42.0.1-65220-53-17,42,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Business,199,45,1,12,0
172.217.8.3-10.42.0.42-80-58060-6,74,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Neighbourhood,117,92,95,15,1
10.42.0.211-23.205.20.234-55479-80-6,56,Female,700 3rd Street,Keremeos,49.20514,-119.831731,Politics,1581,86,11,18,0
10.42.0.211-98.139.199.204-56442-443-6,58,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Business,185,75,105,16,0
10.42.0.151-23.67.1.79-50393-443-6,59,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Neighbourhood,202,60,31,16,1
10.42.0.151-31.13.71.37-56383-443-6,60,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,279,45,29,11,0
10.42.0.211-119.146.74.48-39720-80-6,46,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Sports,180,62,71,11,0
172.217.10.234-10.42.0.151-443-47966-6,65,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,530,50,71,11,1
172.217.12.206-10.42.0.211-443-54229-6,58,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Music,129,60,37,10,0
202.77.129.230-10.42.0.211-80-37704-6,53,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Sports,60,72,77,21,1
10.42.0.211-104.254.66.16-49826-80-6,34,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,432,82,37,21,1
172.217.10.138-10.42.0.151-443-43128-6,48,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Business,516,60,61,11,1
239.255.255.250-10.42.0.211-1900-60932-17,67,Male,4816 89th Street,Osoyoos,49.019402,-119.469439,Neighbourhood,617,50,71,11,0
10.42.0.211-72.21.206.140-55252-443-6,58,Male,4816 89th Street,Osoyoos,49.019402,-119.469439,Education,179,65,59,11,1
208.80.154.224-10.42.0.211-80-44731-6,65,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Sports,125,40,71,11,0
10.42.0.211-10.42.0.1-36591-53-17,48,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,262,60,71,11,0
10.42.0.151-108.168.180.104-36381-5222-6,69,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Business,396,65,113,11,0
157.55.130.155-10.42.0.211-40008-60774-17,52,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Neighbourhood,294,72,13,11,0
209.10.120.26-10.42.0.211-80-43487-6,39,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,171,59,77,10,1
10.42.0.42-23.208.87.120-57726-80-6,66,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Business,614,35,89,17,0
10.42.0.211-64.71.142.124-43904-443-6,66,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Neighbourhood,118,52,13,17,1
10.42.0.211-96.7.201.51-51333-443-6,53,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Education,485,48,71,11,0
172.217.10.5-10.42.0.151-443-46301-6,41,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Sports,406,80,77,21,0
157.55.235.173-10.42.0.211-40024-60774-17,62,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Politics,287,57,71,11,0
10.42.0.151-31.13.80.5-41335-443-6,70,Male,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Neighbourhood,216,62,71,11,0
180.149.153.68-10.42.0.151-80-41506-6,69,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Politics,37,47,77,11,1
183.79.250.123-10.42.0.211-443-35980-6,74,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Business,650,55,37,11,0
172.217.10.106-10.42.0.151-443-60993-6,46,Female,575A Main Street,Lytton,50.234313,-121.580874,Neighbourhood,590,78,37,11,1
10.42.0.211-10.42.0.1-17606-53-17,56,Female,575A Main Street,Lytton,50.234313,-121.580874,Education,55,68,37,11,1
183.57.48.84-10.42.0.42-80-34346-6,60,Female,575A Main Street,Lytton,50.234313,-121.580874,Sports,166,82,25,21,1
10.42.0.151-23.9.107.127-55551-443-6,31,Male,575A Main Street,Lytton,50.234313,-121.580874,Politics,371,65,37,21,0
10.42.0.211-10.42.0.1-26525-53-17,58,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Music,48,90,71,11,0
10.42.0.211-52.84.134.65-39962-443-6,53,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Sports,72,90,71,11,0
10.42.0.42-119.146.74.33-47272-443-6,70,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Politics,55,92,1,21,0
10.42.0.151-42.236.126.162-44410-80-6,40,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Business,92,66,85,21,0
203.205.158.34-10.42.0.151-80-60173-6,63,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Neighbourhood,196,60,13,11,0
10.42.0.42-66.102.255.61-49849-443-6,55,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Education,96,40,71,10,1
10.42.0.151-52.216.64.219-33024-443-6,64,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Sports,144,40,71,10,0
10.42.0.211-64.71.142.110-45274-443-6,33,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Politics,474,46,29,10,0
140.205.134.25-10.42.0.211-443-60967-6,60,Male,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Business,559,75,71,10,0
10.42.0.151-68.67.178.176-42952-443-6,56,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Neighbourhood,1101,77,19,10,1
173.194.66.102-10.42.0.42-443-42520-6,50,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Politics,229,70,37,10,1
10.42.0.151-10.42.0.1-64018-53-17,63,Male,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Business,236,100,29,10,1
172.217.10.36-10.42.0.211-443-45835-6,48,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Neighbourhood,164,90,29,10,0
131.253.61.66-10.42.0.211-443-57510-6,50,Male,612 Park Drive,Clearwater,51.646934,-120.021686,Education,93,56,77,17,1
172.217.12.142-10.42.0.211-443-35152-6,43,Male,612 Park Drive,Clearwater,51.646934,-120.021686,Neighbourhood,123,70,71,17,1
10.42.0.151-40.78.68.158-38528-443-6,40,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,912,46,71,17,0
10.42.0.151-31.13.80.12-40129-443-6,68,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Business,209,30,29,17,0
172.217.12.170-10.42.0.211-443-47464-6,52,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Neighbourhood,485,80,103,10,1
10.42.0.211-23.203.49.224-51212-80-6,45,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Education,206,24,61,11,0
10.42.0.211-54.239.17.113-37845-443-6,59,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Sports,239,60,37,22,0
10.42.0.211-10.42.0.1-28162-53-17,74,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Politics,311,105,71,10,0
162.208.22.39-10.42.0.151-443-54612-6,35,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Music,362,65,77,21,0
10.42.0.211-121.12.98.63-46627-80-6,50,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Sports,274,60,71,22,0
10.42.0.211-77.234.42.92-56416-443-6,40,Male,126 King Street,Kamloops,50.690924,-120.360736,Politics,163,63,71,22,0
183.79.249.252-10.42.0.42-443-39893-6,64,Female,126 King Street,Kamloops,50.690924,-120.360736,Business,345,45,29,22,0
216.58.219.206-10.42.0.42-443-52002-6,65,Female,126 King Street,Kamloops,50.690924,-120.360736,Neighbourhood,329,50,37,22,1
10.42.0.211-31.13.71.37-44942-443-6,55,Female,126 King Street,Kamloops,50.690924,-120.360736,Education,68,50,37,22,1
10.42.0.151-10.42.0.1-1449-53-17,66,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Sports,143,50,37,22,1
172.217.12.174-10.42.0.211-443-55339-6,74,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Politics,214,55,7,11,0
10.42.0.151-10.42.0.1-36801-53-17,72,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Business,1062,57,29,21,1
10.42.0.211-10.42.0.1-19199-53-17,66,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Neighbourhood,258,75,61,21,0
172.217.10.142-10.42.0.151-443-43069-6,53,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,253,71,29,21,0
202.102.68.101-10.42.0.211-80-43227-6,50,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Business,106,41,71,10,1
